GEONAME,Distance
"Congressional District (at Large) (118th Congress), Alaska",302.4362742793926
"Congressional District 52 (118th Congress), California",302.58575643939355
"Congressional District 6 (118th Congress), Washington",302.937171703969
"Congressional District 2 (118th Congress), Washington",303.4625512316141
"Congressional District 24 (118th Congress), California",303.6803912010125
"Congressional District 35 (118th Congress), California",303.71764848292895
"Congressional District 9 (118th Congress), Washington",307.2099607760139
"Congressional District 3 (118th Congress), Oregon",308.0758348199352
"Congressional District 28 (118th Congress), California",308.25583530567593
"Congressional District 3 (118th Congress), New York",310.18634721728165
"Congressional District 1 (118th Congress), Utah",310.6733815440261
"Congressional District 31 (118th Congress), California",310.8198835338563
"Congressional District 7 (118th Congress), Washington",310.8434493438779
"Congressional District 7 (118th Congress), Massachusetts",310.9206329596027
"Congressional District 43 (118th Congress), California",311.69213977898124
"Congressional District 5 (118th Congress), New York",311.87478256505443
"Congressional District 51 (118th Congress), California",313.1572448467383
"Congressional District 42 (118th Congress), California",313.22207776591995
"Congressional District 18 (118th Congress), California",313.28743990144255
"Congressional District 11 (118th Congress), Virginia",314.1353052428205
"Congressional District 38 (118th Congress), California",314.30104995052113
"Congressional District 2 (118th Congress), Hawaii",314.9300557266645
"Congressional District 29 (118th Congress), California",316.23766379101653
"Congressional District 8 (118th Congress), New York",317.864625273087
"Congressional District 34 (118th Congress), Texas",318.1615941624633
"Congressional District 3 (118th Congress), Utah",318.5543124806192
"Delegate District (at Large) (118th Congress), District of Columbia",319.83297203384143
"Congressional District 28 (118th Congress), Florida",320.25102654011897
"Congressional District 22 (118th Congress), Texas",321.2243141482288
"Congressional District 8 (118th Congress), New Jersey",321.5316003132507
"Congressional District 4 (118th Congress), Utah",323.1426155739908
"Congressional District 26 (118th Congress), Florida",324.35412745947906
"Congressional District 46 (118th Congress), California",324.5384260761736
"Congressional District 37 (118th Congress), California",324.60597653154815
"Congressional District 14 (118th Congress), New York",326.5913042320631
"Congressional District 12 (118th Congress), California",328.3490063941111
"Congressional District 7 (118th Congress), New York",328.3935291688921
"Congressional District 14 (118th Congress), California",330.8123637350938
"Congressional District 25 (118th Congress), Florida",331.3292320336375
"Congressional District 1 (118th Congress), Rhode Island",337.4717617816341
"Congressional District 9 (118th Congress), New York",338.5300872891507
"Congressional District 10 (118th Congress), New York",338.5834609073515
"Congressional District 15 (118th Congress), California",341.600892855976
"Congressional District 34 (118th Congress), California",342.19836352618637
"Congressional District 1 (118th Congress), Hawaii",342.4044246209444
"Congressional District 15 (118th Congress), New York",349.68031114147675
"Congressional District 4 (118th Congress), Illinois",352.3390412656537
"Congressional District 37 (118th Congress), Texas",353.0362162724952
"Congressional District 33 (118th Congress), Texas",353.59731333820963
"Congressional District 13 (118th Congress), New York",354.61465000758216
"Congressional District 6 (118th Congress), Illinois",355.2320086929104
"Congressional District 8 (118th Congress), Texas",355.61947359502125
"Congressional District 50 (118th Congress), California",362.95429464327873
"Congressional District 27 (118th Congress), Florida",363.0467463013544
"Congressional District 5 (118th Congress), Massachusetts",364.47614462403436
"Congressional District 4 (118th Congress), California",366.4204006329342
"Congressional District 4 (118th Congress), New Jersey",367.20589592216515
"Congressional District 47 (118th Congress), California",368.1595170574842
"Congressional District 30 (118th Congress), California",369.63299365722213
"Congressional District 6 (118th Congress), New York",371.4519349794802
"Congressional District 24 (118th Congress), Florida",372.9904154264557
"Congressional District 10 (118th Congress), California",373.8628358101404
"Congressional District 17 (118th Congress), California",374.8945318352883
"Congressional District 11 (118th Congress), New Jersey",375.7930281418217
"Congressional District 5 (118th Congress), Illinois",380.1317534750287
"Congressional District 36 (118th Congress), California",380.9637515564965
"Congressional District 16 (118th Congress), California",381.8944618608654
"Congressional District 11 (118th Congress), California",394.74050970226
"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",395.0277205462928
"Congressional District 12 (118th Congress), New York",427.26126667415105
